keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
the voice in cinema / voco-centrism,Michel Chion,Chion theorized the cinematic voice and 'voco-centrism' to explain how the human voice instantly establishes a hierarchy of perception in the soundtrack,The Voice of Meiko Kaji in 1970s Japanese Exploitation Cinema,Ash Johann Curry-Machado,Frames Cinema Journal,Issue 21,2023,https://doi.org/10.15664/fcj.v21.i0.2701,"Uses Chion's voco-centrism to argue that Kaji's sung theme songs dominate the soundscape and carry her characters' feminist vengeance, transforming silence and song into a vehicle of agency in exploitation cinema",OA
plasmaticness,Sergei Eisenstein,"Eisenstein coined 'plasmaticness' in his Disney writings to name animation's primal, revolutionary rejection of fixed form through endless metamorphosis","Posthumous Portraits in Motion: Experimental Animation, Metamorphosis and Reflections on Mortality",Michelle Stewart,Animation: An Interdisciplinary Journal,Vol. 19,2024,https://doi.org/10.1177/17468477241233480,"Uses paint-on-glass metamorphic animation of unclaimed deceased to argue metamorphosis is a self-referential engagement with animation's plasmatic, contradictory life-giving and destructive capacities, confronting mortality and the ethics of representing the dead",abstract-only
transcendental phenomenology of animation,Edmund Husserl,"Husserl's transcendental phenomenology brackets the natural attitude to study the structures of consciousness as they appear, here adapted to the lived act of animating",The Phenomenology of Animation,Jack Parry,Animation: An Interdisciplinary Journal,Vol. 19,2024,https://doi.org/10.1177/17468477241281307,"Argues for a 'pure' phenomenology of animation centered on the animator's performative creation of the frame, distinguishing it from Sobchack's projection-focused film phenomenology",abstract-only
Goethean morphology,Johann Wolfgang von Goethe,"Goethe's morphology theorized organic form as continuous transformation and development, used to explain why metamorphosis is treated as constitutive of animation",Animating Goethe,Zeke Saber,Animation: An Interdisciplinary Journal,Vol. 18,2023,https://doi.org/10.1177/17468477231155546,"Argues the claim that metamorphosis is inherent to animation neglects Goethean morphology, reconstructing its lineage through Eisenstein, Bazin and others",abstract-only
useful cinema / useful animation,Charles Acland and Haidee Wasson,"The 'useful cinema' framework was coined to study non-theatrical, instrumental moving images made to do work within institutions","Useful Animation: Iconography, Infrastructure and Impact",Malcolm Cook; Michael Cowan; Scott Curtis,Animation: An Interdisciplinary Journal,"Vol. 18, No. 3",2023,https://doi.org/10.1177/17468477231207613,"Extends 'useful cinema' to 'useful animation', arguing across iconography, infrastructure and knowledge that animation has historically functioned as a practical and epistemic tool in professional and institutional contexts",abstract-only
illusion of life / theatricality,Alan Cholodenko,"Cholodenko framed animation as the 'illusion of life', theorizing the medium's self-conscious staging of liveliness and animatedness",Alive and Lifelike: Theatricality and Animation,Hans R. Vermy,Animation: An Interdisciplinary Journal,Vol. 20,2025,https://doi.org/10.1177/17468477251370904,"Uses Chuck Jones's Duck Amuck to argue animation historiography should proceed through theatricality, since animation lays bare the performed, 'alive and lifelike' theatricality underlying cinema itself",abstract-only
corporeal feminism / Body without Organs,Elizabeth Grosz (with Deleuze and Guattari),Grosz's corporeal feminism reconceives the body as a fluid sexually-differentiated surface; the Deleuzo-Guattarian Body without Organs names a de-stratified body of pure intensities,Corporeal topographies: Body-oriented art of Mona Hatoum and Amal Kenawy,Oguz Kayir,MIRAJ: The Moving Image Review & Art Journal,"Vol. 13, No. 1-2",2024,https://doi.org/10.1386/miraj_00127_1,"Argues Hatoum and Kenawy render female corporeality as a topographical map, showing gender as porous fluid processes co-constituted by material and sociopolitical contexts rather than a fixed essence",abstract-only
haptic / embodied film phenomenology,Vivian Sobchack,"Sobchack theorized film as an embodied, reciprocal act of perception in which film and viewer are both sensuous seeing subjects",Film symbiosis: Embodied spectatorship and sensory (auto)ethnography in Sweetgrass,Dara Waldron,MIRAJ: The Moving Image Review & Art Journal,"Vol. 12, No. 1",2023,https://intellectdiscover.com/content/journals/miraj/12/1 (exact DOI unverified),"Develops 'film symbiosis' from Sobchack's phenomenology, arguing observational and sensory-ethnographic works create an embodied, symbiotic address between spectator and the on-screen nonhuman other",abstract-only
haunted geologies,Nils Bubandt,"Bubandt's 'haunted geologies' names how disturbed, contaminated landscapes carry the spectral 'ghost strata' of ecological and historical loss in the Anthropocene",Above and below: The sounding of haunted geologies,Louise K. Wilson,MIRAJ: The Moving Image Review & Art Journal,Vol. 12,2023,https://doi.org/10.1386/miraj_00118_1,Uses haunted geologies to argue field recording and sound post-production function as affective acts of divination that sonically register ghost strata at contested UK and Australian sites,OA
borderlands / bodylands,Gloria Anzaldua,"Anzaldua's 'borderlands' theorizes the border as a plural, unstable, embodied zone of mestiza consciousness articulating Chicana and queer in-between experience",Towards lesbian bodylands: Refiguring lesbian communities in Brazilian cinema,MIRAJ Vol. 14.2 author (name unverified),MIRAJ: The Moving Image Review & Art Journal,"Vol. 14, No. 2",2025,https://doi.org/10.1386/miraj_00159_1,"Coins 'bodylands' after Anzaldua to argue recent Brazilian films interweave the lesbian body, the filmic body and the spectator's body, resisting reductive visibility and reimagining lesbian existence through nonhuman elements",abstract-only
exclusion / resubjectivation,Didier Eribon,"Eribon's sociology of shame, the 'social verdict' and resubjectivation explains how marginalized queer subjects internalize exclusion then remake belonging through chosen bonds",In search of the lost community: On two Central American trans films,MIRAJ Vol. 14.2 author,MIRAJ: The Moving Image Review & Art Journal,"Vol. 14, No. 2",2025,https://doi.org/10.1386/miraj_00158_1,"Draws on Eribon to argue that in two Central American trans films the protagonists reconstitute community through chosen families and everyday care, reappropriating street, bar and home against hegemonic norms",abstract-only
chronotope,Mikhail Bakhtin,"Bakhtin's 'chronotope' names the intrinsic fusion of time and space in cultural forms, organizing meaning and social relations",The chronotopes of radical film: Collective exhibition and the social practice of 'Cinema Action',Oliver Dixon,MIRAJ: The Moving Image Review & Art Journal,"Vol. 14, No. 1",2025,https://doi.org/10.1386/miraj_00138_1,"Applies the chronotope to 1970s British film collectives, arguing the social spaces of itinerant production, exhibition and reception shape the politics of radical cinema and reinstate Cinema Action's historiographic significance",abstract-only
banality of evil,Hannah Arendt,"Concept devised after the Eichmann trial to explain how ordinary, thoughtless bureaucratic functioning enables mass atrocity without monstrous intent",Shot Composition as Philosophy: The Zone of Interest Illustrates the Banality of Evil,Thomas E. Wartenberg,Film and Philosophy,Vol. 30 (online first),2025,https://doi.org/10.5840/filmphil202512241,"Argues that the foreground/background contrast within the film shot operates like verbal irony, and that The Zone of Interest visualizes Arendt's banality of evil by placing the Hoss family's happy domestic life in the foreground while Auschwitz looms in the background",OA
anti-work of art,Theodor Adorno,"Critical-theory notion that genuine art resists the commodifying, pacifying logic of the culture industry by refusing satisfaction and turning toward suffering","Surrender to the Silence Following a Question: Benjamin, Adorno, Wittgenstein, and Apichatpong Weerasethakul's Memoria",Eleanor Furness,Film and Philosophy,Vol. 30 (online first),2025,https://doi.org/10.5840/filmphil202512242,"Reads Apichatpong's Memoria as Adorno's anti-work of art: the film inhibits viewer identification, quells the drive for explanation, and cultivates open questions, embodying Frankfurt School and Wittgensteinian ideas in form and content",OA
orchid in the land of technology,Walter Benjamin,Benjamin's figure for the survival of aura and natural beauty within technological reproduction and the culture industry,"Surrender to the Silence Following a Question: Benjamin, Adorno, Wittgenstein, and Apichatpong Weerasethakul's Memoria",Eleanor Furness,Film and Philosophy,Vol. 30 (online first),2025,https://doi.org/10.5840/filmphil202512242,"Uses Benjamin's phrase to argue that Memoria's resistance to the culture industry glimpses an enduring natural/auratic remainder, communicated through editing, dialogue and metaphor",OA
representative value of choice,T.M. Scanlon,"Scanlon's contractualist concept of how persons assert agency through self-representing choices, here repurposed to theorize filmic characterization",On the Documented Subject: An Analysis of the Filmic Presentation of Human Beings,Tyler Olds,Film and Philosophy,Vol. 30 (online first),2025,https://doi.org/10.5840/filmphil2025111140,"Refines Arthur Danto's fiction/non-fiction distinction by arguing that documentary subjects are filmmakers' characterizations, drawing on Scanlon to explain how filmic characterization manipulates subjects' capacity for action-based self-representation",OA
