Part,MajorNo,Major,Sub,Theory,Theorists,OldMajor,Source
MANAGEMENT,2,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Generic Strategies,Michael Porter,II. Strategic Management,CSV
MANAGEMENT,2,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Resource-Based View (RBV),Jay Barney,II. Strategic Management,CSV
MANAGEMENT,2,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Dynamic Capabilities Theory,"David Teece, Gary Pisano, Amy Shuen",II. Strategic Management,CSV
MANAGEMENT,2,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Bounded Rationality (Strategy),Herbert A. Simon,II. Strategic Management,CSV
MANAGEMENT,2,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Managerial Biases (Strategy),"Daniel Kahneman, Amos Tversky (applied to strategy)",II. Strategic Management,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Consumer Decision Process,"John Dewey (early ideas), N/A (standard model)",III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Theory of Reasoned Action (Marketing),"Martin Fishbein, Icek Ajzen",III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Theory of Planned Behavior (Marketing),Icek Ajzen,III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Brand Equity Theory,"David Aaker, Kevin Lane Keller",III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Consumer-Based Brand Equity (CBBE),Kevin Lane Keller,III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Elaboration Likelihood Model (Marketing),"Richard E. Petty, John Cacioppo",III. Marketing,CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Cognitive Dissonance (Marketing),Leon Festinger,III. Marketing,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Prospect Theory (Finance),"Daniel Kahneman, Amos Tversky",IV. Finance,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Efficient Market Hypothesis (Behavioral Critique),"Eugene Fama (EMH core), Richard Thaler (behavioral critique)",IV. Finance,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Mental Accounting (Finance),Richard Thaler,IV. Finance,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Disposition Effect (Finance),"Hersh Shefrin, Meir Statman",IV. Finance,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Managerial Overconfidence (Finance),"J. Bradford DeLong, Andrei Shleifer",IV. Finance,CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Agency Theory (Behavioral Finance),"Michael Jensen, William Meckling (classic), Behavioral extensions by others",IV. Finance,CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Social Capital Theory (HRM),"James S. Coleman, Ronald S. Burt",V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Signaling Theory (HRM),Michael Spence,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Goal-Setting Theory (HRM),"Edwin Locke, Gary Latham",V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Reinforcement Theory (HRM),B.F. Skinner,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Social Learning Theory (HRM),Albert Bandura,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Equity Theory (HRM),J. Stacy Adams,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Expectancy Theory (HRM),Victor Vroom,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Psychological Contract Theory,Denise Rousseau,V. Human Resource Management (HRM),CSV
MANAGEMENT,5,Human Resource Management,A. Core HRM & Performance,Organizational Justice Theory,Jerald Greenberg,V. Human Resource Management (HRM),CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,Behavioral Operations Management,N/A (Emerging field),VI. Operations Management & Supply Chain,CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,Human Factor Theory (Operations),"Frank & Lillian Gilbreth (early ideas), N/A (modern application)",VI. Operations Management & Supply Chain,CSV
MANAGEMENT,7,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,Diffusion of Innovations (Business),Everett Rogers,VII. Innovation & Entrepreneurship,CSV
MANAGEMENT,7,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,Disruptive Innovation Theory,Clayton Christensen,VII. Innovation & Entrepreneurship,CSV
MANAGEMENT,7,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,Entrepreneurial Cognition Theory,Robert Baron,VII. Innovation & Entrepreneurship,CSV
MANAGEMENT,9,International Business & Cross-Cultural Management,A. Cross-Cultural Management,Cultural Dimensions Theory (Business),Geert Hofstede,VIII. International Business & Globalization,CSV
MANAGEMENT,9,International Business & Cross-Cultural Management,A. Cross-Cultural Management,Cultural Intelligence Theory,"Christopher Earley, Soon Ang",VIII. International Business,CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,Stakeholder Theory,R. Edward Freeman,IX. Corporate Social Responsibility (CSR) & Ethics,CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,Carroll's Pyramid of CSR,Archie Carroll,IX. Corporate Social Responsibility (CSR) & Ethics,CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,Ethical Decision-Making Models (Business),"James Rest, Lawrence Kohlberg (applied to business)",IX. Corporate Social Responsibility (CSR),CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Institutional Theory (Management),"Paul DiMaggio, Walter Powell",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Institutional Isomorphism (Management),"Paul DiMaggio, Walter Powell",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Decoupling (Management),"John W. Meyer, Brian Rowan",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Agency Theory (Organizational),"Michael Jensen, William Meckling",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Transaction Cost Economics,"Ronald Coase, Oliver Williamson",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Organizational Learning Theory,"Chris Argyris, Donald Schön",X. Organizational Theory & Design,CSV
MANAGEMENT,3,Organizational Theory & Design,A. Institutional & Agency Theory,Single-Loop vs. Double-Loop Learning,"Chris Argyris, Donald Schön",X. Organizational Theory & Design,CSV
MANAGEMENT,12,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,SECI Model of Knowledge Creation,"Ikujiro Nonaka, Hirotaka Takeuchi",XI. Knowledge Management,CSV
MANAGEMENT,12,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,Absorptive Capacity Theory,"Wesley Cohen, Daniel Levinthal",XI. Knowledge Management,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,Situational Crisis Communication Theory (SCCT),W. Timothy Coombs,XII. Crisis Management,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,Image Repair Theory,William Benoit,XII. Crisis Management,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",A. Change Management,Lewin's Change Management Model,Kurt Lewin,XIII. Change Management,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",A. Change Management,Resistance to Change Theory,"Kurt Lewin, John Kotter",XIII. Change Management,CSV
MANAGEMENT,7,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,Effectuation Theory,Saras Sarasvathy,XIV. Entrepreneurship (Advanced),CSV
MANAGEMENT,7,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,Entrepreneurial Opportunity Recognition,Shane & Venkataraman,XIV. Entrepreneurship (Advanced),CSV
MANAGEMENT,6,Leadership,A. Relational & Authentic Leadership,Leader-Member Exchange (LMX) Theory,George Graen,XV. Leadership (Advanced),CSV
MANAGEMENT,6,Leadership,A. Relational & Authentic Leadership,Authentic Leadership Theory,Bill George,XV. Leadership (Advanced),CSV
MANAGEMENT,5,Human Resource Management,D. Strategic HRM & Fit,Strategic Human Resource Management (SHRM),David Ulrich,XVI. Human Resource Management (Strategic),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",Organizational Justice Theory (Greenberg),Jerald Greenberg,XVII. Organizational Behavior (Advanced),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",Social Exchange Theory (OB),George Homans (applied to OB),XVII. Organizational Behavior (Advanced),CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Consumer Culture Theory (CCT),"Russell Belk, Bernard Cova",XVIII. Marketing (Advanced Consumer Behavior),CSV
MANAGEMENT,4,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Brand Community Theory,"Albert Muniz Jr., Thomas O'Guinn",XVIII. Marketing (Advanced Consumer Behavior),CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",D. Corporate Governance,Corporate Governance Theory,"Cadbury Committee, Agency Theory (core)",XIX. Finance (Corporate Governance),CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",D. Corporate Governance,Stakeholder Theory (Corporate Governance),R. Edward Freeman,XIX. Finance (Corporate Governance),CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",D. Supply Chain Management,Behavioral Supply Chain Management,N/A (Emerging field),XX. Operations Management (Supply Chain Behavior),CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",D. Supply Chain Management,Bullwhip Effect (Supply Chain),Jay Forrester,XX. Operations Management (Supply Chain Behavior),CSV
MANAGEMENT,2,Strategic Management & Competitive Advantage,C. Behavioral & Cognitive Strategy,Behavioral Strategy Theory,"Laurens van den Berg, Daniel Kahneman (applied to strategy)",XXI. Strategic Management (Behavioral),CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,Virtue Ethics (Business),Alasdair MacIntyre (applied to business),XXII. Business Ethics,CSV
MANAGEMENT,10,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,Deontology (Business Ethics),Immanuel Kant (applied to business),XXII. Business Ethics,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",A. Change Management,Kotter's 8-Step Change Model,John Kotter,XXIII. Organizational Change (Advanced),CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",A. Change Management,Appreciative Inquiry,"David Cooperrider, Diana Whitney",XXIII. Organizational Change (Advanced),CSV
MANAGEMENT,12,Knowledge Management & Organizational Learning,B. Communities of Practice & Tacit Knowledge,Communities of Practice Theory,Etienne Wenger,XXIV. Knowledge Management (Advanced),CSV
MANAGEMENT,12,Knowledge Management & Organizational Learning,B. Communities of Practice & Tacit Knowledge,Explicit vs. Tacit Knowledge Theory,"Michael Polanyi, Ikujiro Nonaka",XXIV. Knowledge Management (Advanced),CSV
MANAGEMENT,9,International Business & Cross-Cultural Management,A. Cross-Cultural Management,Cross-Cultural Management Theory,"Geert Hofstede, Fons Trompenaars",XXV. International Management,CSV
MANAGEMENT,9,International Business & Cross-Cultural Management,A. Cross-Cultural Management,GLOBE Project,Robert House et al.,XXV. International Management,CSV
MANAGEMENT,5,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",Psychological Contract Breach,Denise Rousseau,XXVI. Human Resource Management (Advanced),CSV
MANAGEMENT,5,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",Employee Engagement Theory,"William Kahn, Gallup",XXVI. Human Resource Management (Advanced),CSV
MANAGEMENT,4,Marketing & Consumer Behavior,"C. Digital, CRM & Engagement",Digital Marketing Theory,N/A (Broad field),XXVII. Marketing (Digital),CSV
MANAGEMENT,4,Marketing & Consumer Behavior,"C. Digital, CRM & Engagement",Viral Marketing Theory,Jeffrey F. Rayport,XXVII. Marketing (Digital),CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,B. Behavioral Corporate Finance,Behavioral Corporate Finance,Andrei Shleifer,XXVIII. Finance (Behavioral Corporate Finance),CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,B. Behavioral Corporate Finance,Managerial Empire Building,Oliver Williamson,XXVIII. Finance (Behavioral Corporate Finance),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",Procedural Justice Theory,"John Thibaut, Laurens Walker",XXIX. Organizational Justice (Specifics),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",Interactional Justice,Robert Bies,XXIX. Organizational Justice (Specifics),CSV
MANAGEMENT,6,Leadership,"B. Servant, Shared & Ethical Leadership",Shared Leadership Theory,"Craig L. Pearce, Jay A. Conger",XXX. Leadership (Contextual),CSV
MANAGEMENT,6,Leadership,"B. Servant, Shared & Ethical Leadership",Servant Leadership Theory,Robert K. Greenleaf,XXX. Leadership (Contextual),CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",C. Organizational Development,Action Research (OD),Kurt Lewin,XXXI. Organizational Development,CSV
MANAGEMENT,13,"Change, Crisis & Organizational Development",C. Organizational Development,Appreciative Inquiry (OD),"David Cooperrider, Diana Whitney",XXXI. Organizational Development,CSV
MANAGEMENT,5,Human Resource Management,D. Strategic HRM & Fit,Vertical Fit (SHRM),"Patrick Wright, Gary McMahan",XXXII. Strategic Human Resource Management (Fit),CSV
MANAGEMENT,5,Human Resource Management,D. Strategic HRM & Fit,Horizontal Fit (SHRM),"Patrick Wright, Gary McMahan",XXXII. Strategic Human Resource Management (Fit),CSV
MANAGEMENT,4,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",Social Marketing Theory,Philip Kotler,XXXIII. Marketing (Social Aspects),CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Investor Biases (Behavioral Finance),"Hersh Shefrin, Meir Statman",XXXIV. Finance (Behavioral Investment),CSV
MANAGEMENT,11,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,Herding Behavior (Finance),Robert Shiller,XXXIV. Finance (Behavioral Investment),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,D. Decision Making & Behavioral Ethics,Escalation of Commitment Theory,Barry M. Staw,XXXV. Organizational Behavior (Decision Making),CSV
MANAGEMENT,1,Organizational Behavior & Work Psychology,D. Decision Making & Behavioral Ethics,Group Polarization (Management),Irving L. Janis,XXXV. Organizational Behavior (Decision Making),CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",D. Supply Chain Management,Behavioral Supply Chain Theory,"J. Michael Webb, David J. Ketchen Jr.",XXXVI. Supply Chain Management (Behavioral),CSV
MANAGEMENT,8,"Operations, Quality & Supply Chain",D. Supply Chain Management,Trust in Supply Chains,N/A (Common concept),XXXVI. Supply Chain Management (Behavioral),CSV
MANAGEMENT,7,Innovation & Entrepreneurship,B. Ambidexterity & Open Innovation,Organizational Ambidexterity Theory,"James March, Charles O'Reilly III, Michael L. Tushman",XXXVII. Innovation Management,CSV
