film_title,film_year,film_wikidata,tmdb_id,n_director_refs,director_slugs,rep_types,source
Pacifiction,2022,,,1,auteur-albert-serra,recent,film_auteur
R.M.N.,2022,,,1,auteur-cristian-mungiu,recent,film_auteur
Rise,2022,,,1,auteur-akin-omotoso,both,film_auteur
Tchaikovsky's Wife,2022,,,1,auteur-kirill-serebrennikov,recent,film_auteur
The Banshees of Inisherin,2022,,,1,auteur-martin-mcdonagh,recent,film_auteur
The Blue Caftan,2022,,,1,auteur-maryam-touzani,both,film_auteur
The Happiest Man in the World,2022,,,1,auteur-teona-strugar-mitevska,both,film_auteur
The Kings of the World,2022,,,1,auteur-laura-mora-ortega,both,film_auteur
Triangle of Sadness,2022,Q97304180,,1,auteur-ruben-ostlund,both,film_auteur
Unrest,2022,,,1,auteur-cyril-schaublin,both,film_auteur
Women Talking,2022,Q108030443,,1,auteur-sarah-polley,both,film_auteur
Afire,2023,,,1,auteur-christian-petzold,recent,film_auteur
Club Zero,2023,,,1,auteur-jessica-hausner,recent,film_auteur
Do Not Expect Too Much from the End of the World,2023,,,1,auteur-radu-jude,recent,film_auteur
Fallen Leaves,2023,Q113396073,,1,auteur-aki-kaurismaki,both,film_auteur
Four Daughters,2023,Q117705910,,1,auteur-kaouther-ben-hania,recent,film_auteur
Green Border,2023,,,1,auteur-agnieszka-holland,recent,film_auteur
Here,2023,,,1,auteur-bas-devos,both,film_auteur
Io Capitano,2023,,,1,auteur-matteo-garrone,recent,film_auteur
La Chimera,2023,,,1,auteur-alice-rohrwacher,recent,film_auteur
Mami Wata,2023,Q116947644,,1,auteur-cj-obasi,recent,film_auteur
Manodrome,2023,,,1,auteur-john-trengove,both,film_auteur
Poor Things,2023,Q108760382,,1,auteur-yorgos-lanthimos,both,film_auteur
The Breaking Ice,2023,,,1,auteur-anthony-chen,both,film_auteur
The Eternal Memory,2023,,,1,auteur-maite-alberdi,both,film_auteur
The Zone of Interest,2023,,,1,auteur-jonathan-glazer,both,film_auteur
Tiger Stripes,2023,,,1,auteur-amanda-nell-eu,both,film_auteur
To Catch a Killer,2023,Q105123073,,1,auteur-damian-szifron,recent,film_auteur
Youth (Spring),2023,Q117706339,,1,auteur-wang-bing,recent,film_auteur
All We Imagine as Light,2024,Q125422662,,1,auteur-payal-kapadia,both,film_auteur
April,2024,,,1,auteur-dea-kulumbegashvili,recent,film_auteur
Dahomey,2024,Q124319816,,1,auteur-mati-diop,recent,film_auteur
Emilia Pérez,2024,,,1,auteur-jacques-audiard,recent,film_auteur
Grand Tour,2024,,,1,auteur-miguel-gomes,recent,film_auteur
Harvest,2024,,,1,auteur-athina-rachel-tsangari,recent,film_auteur
The Apprentice,2024,Q123582987,,1,auteur-ali-abbasi,recent,film_auteur
The Seed of the Sacred Fig,2024,Q125563776,,1,auteur-mohammad-rasoulof,recent,film_auteur
We Live in Time,2024,,,1,auteur-john-crowley,recent,film_auteur
Resurrection,2025,Q122329458,,1,auteur-bi-gan,recent,film_auteur
The Secret Agent,2025,Q132531438,,1,auteur-kleber-mendonca-filho,recent,film_auteur
Union Pacific,1939,,,0,,,film_lineage
The Battle of the Rails,1946,,,0,,,film_lineage
Brief Encounter,1945,,,0,,,film_lineage
Maria Candelaria,1944,,,0,,,film_lineage
Men Without Wings,1946,,,0,,,film_lineage
Neecha Nagar,1946,,,0,,,film_lineage
The Last Chance,1945,,,0,,,film_lineage
The Lost Weekend,1945,,,0,,,film_lineage
The Red Meadows,1945,,,0,,,film_lineage
Rome Open City,1945,,,0,,,film_lineage
The Turning Point,1945,,,0,,,film_lineage
Torment,1944,,,0,,,film_lineage
Antoine and Antoinette,1947,,,0,,,film_lineage
Crossfire,1947,,,0,,,film_lineage
Ziegfeld Follies,1945,,,0,,,film_lineage
The Damned,1947,,,0,,,film_lineage
The Third Man,1949,,,0,,,film_lineage
Miracle in Milan,1951,,,0,,,film_lineage
Miss Julie,1951,,,0,,,film_lineage
Othello,1951,,,0,,,film_lineage
Two Cents Worth of Hope,1952,,,0,,,film_lineage
The Wages of Fear,1953,,,0,,,film_lineage
Gate of Hell,1953,,,0,,,film_lineage
Marty,1955,,,0,,,film_lineage
The Silent World,1956,,,0,,,film_lineage
Friendly Persuasion,1956,,,0,,,film_lineage
The Cranes Are Flying,1957,,,0,,,film_lineage
Black Orpheus,1959,,,0,,,film_lineage
La Dolce Vita,1960,,,0,,,film_lineage
Viridiana,1961,,,0,,,film_lineage
The Long Absence,1961,,,0,,,film_lineage
The Given Word,1962,,,0,,,film_lineage
The Leopard,1963,,,0,,,film_lineage
The Umbrellas of Cherbourg,1964,,,0,,,film_lineage
The Knack and How to Get It,1965,,,0,,,film_lineage
A Man and a Woman,1966,,,0,,,film_lineage
The Birds the Bees and the Italians,1966,,,0,,,film_lineage
Blow-Up,1966,,,0,,,film_lineage
If....,1968,,,0,,,film_lineage
MASH,1970,,,0,,,film_lineage
The Go-Between,1971,,,0,,,film_lineage
The Mattei Affair,1972,,,0,,,film_lineage
The Working Class Goes to Heaven,1971,,,0,,,film_lineage
The Hireling,1973,,,0,,,film_lineage
Scarecrow,1973,,,0,,,film_lineage
The Conversation,1974,,,0,,,film_lineage
Chronicle of the Years of Fire,1975,,,0,,,film_lineage
Taxi Driver,1976,,,0,,,film_lineage
Padre Padrone,1977,,,0,,,film_lineage
The Tree of Wooden Clogs,1978,,,0,,,film_lineage
Apocalypse Now,1979,,,0,,,film_lineage
The Tin Drum,1979,,,0,,,film_lineage
All That Jazz,1979,,,0,,,film_lineage
Kagemusha,1980,,,0,,,film_lineage
Man of Iron,1981,,,0,,,film_lineage
Missing,1982,,,0,,,film_lineage
Yol,1982,,,0,,,film_lineage
The Ballad of Narayama,1983,,,0,,,film_lineage
Paris Texas,1984,,,0,,,film_lineage
When Father Was Away on Business,1985,,,0,,,film_lineage
The Mission,1986,,,0,,,film_lineage
Under the Sun of Satan,1987,,,0,,,film_lineage
Pelle the Conqueror,1987,,,0,,,film_lineage
Sex Lies and Videotape,1989,,,0,,,film_lineage
Wild at Heart,1990,,,0,,,film_lineage
Barton Fink,1991,,,0,,,film_lineage
The Best Intentions,1992,,,0,,,film_lineage
Farewell My Concubine,1993,,,0,,,film_lineage
Pulp Fiction,1994,,,0,,,film_lineage
Underground,1995,,,0,,,film_lineage
Secrets & Lies,1996,,,0,,,film_lineage
The Eel,1997,,,0,,,film_lineage
Taste of Cherry,1997,,,0,,,film_lineage
Eternity and a Day,1998,,,0,,,film_lineage
The Son's Room,2001,,,0,,,film_lineage
The Pianist,2002,,,0,,,film_lineage
Elephant,2003,,,0,,,film_lineage
Fahrenheit 9/11,2004,,,0,,,film_lineage
The Wind That Shakes the Barley,2006,,,0,,,film_lineage
4 Months 3 Weeks and 2 Days,2007,,,0,,,film_lineage
The Class,2008,,,0,,,film_lineage
The Tree of Life,2011,,,0,,,film_lineage
Blue Is the Warmest Colour,2013,,,0,,,film_lineage
I Daniel Blake,2016,,,0,,,film_lineage
Anatomy of a Fall,2023,,,0,,,film_lineage
Anora,2024,,,0,,,film_lineage
It Was Just an Accident,2025,,,0,,,film_lineage
Manon,1949,,,0,,,film_lineage
Justice Is Done,1950,,,0,,,film_lineage
Rashomon,1950,,,0,,,film_lineage
Forbidden Games,1952,,,0,,,film_lineage
Romeo and Juliet,1954,,,0,,,film_lineage
Ordet,1955,,,0,,,film_lineage
Aparajito,1956,,,0,,,film_lineage
The Rickshaw Man,1958,,,0,,,film_lineage
The Great War,1959,,,0,,,film_lineage
General Della Rovere,1959,,,0,,,film_lineage
Le Passage du Rhin,1960,,,0,,,film_lineage
Last Year at Marienbad,1961,,,0,,,film_lineage
Childhood of Ivan,1962,,,0,,,film_lineage
Family Diary,1962,,,0,,,film_lineage
Hands over the City,1963,,,0,,,film_lineage
Red Desert,1964,,,0,,,film_lineage
Of a Thousand Delights,1965,,,0,,,film_lineage
The Battle of Algiers,1966,,,0,,,film_lineage
Belle de Jour,1967,,,0,,,film_lineage
Artists Under the Big Top Perplexed,1968,,,0,,,film_lineage
Atlantic City,1980,,,0,,,film_lineage
Gloria,1980,,,0,,,film_lineage
The German Sisters,1981,,,0,,,film_lineage
The State of Things,1982,,,0,,,film_lineage
Prénom Carmen,1983,,,0,,,film_lineage
A Year of the Quiet Sun,1984,,,0,,,film_lineage
Vagabond,1985,,,0,,,film_lineage
The Green Ray,1986,,,0,,,film_lineage
Au revoir les enfants,1987,,,0,,,film_lineage
The Legend of the Holy Drinker,1988,,,0,,,film_lineage
City of Sadness,1989,,,0,,,film_lineage
Rosencrantz & Guildenstern Are Dead,1990,,,0,,,film_lineage
Urga,1991,,,0,,,film_lineage
The Story of Qiu Ju,1992,,,0,,,film_lineage
Short Cuts,1993,,,0,,,film_lineage
Three Colours Blue,1993,,,0,,,film_lineage
Before the Rain,1994,,,0,,,film_lineage
Cyclo,1995,,,0,,,film_lineage
Michael Collins,1996,,,0,,,film_lineage
Hana-bi,1997,,,0,,,film_lineage
The Way We Laughed,1998,,,0,,,film_lineage
Not One Less,1999,,,0,,,film_lineage
Monsoon Wedding,2001,,,0,,,film_lineage
The Magdalene Sisters,2002,,,0,,,film_lineage
Vera Drake,2004,,,0,,,film_lineage
Brokeback Mountain,2005,,,0,,,film_lineage
Lust Caution,2007,,,0,,,film_lineage
The Wrestler,2008,,,0,,,film_lineage
Somewhere,2010,,,0,,,film_lineage
Faust,2011,,,0,,,film_lineage
Pietà,2012,,,0,,,film_lineage
Sacro GRA,2013,,,0,,,film_lineage
From Afar,2015,,,0,,,film_lineage
Joker,2019,,,0,,,film_lineage
Nomadland,2020,,,0,,,film_lineage
Happening,2021,,,0,,,film_lineage
All the Beauty and the Bloodshed,2022,,,0,,,film_lineage
The Room Next Door,2024,,,0,,,film_lineage
Father Mother Sister Brother,2025,,,0,,,film_lineage
Four in a Jeep,1951,,,0,,,film_lineage
Cinderella,1950,,,0,,,film_lineage
The Wall,1949,,,0,,,film_lineage
She Danced for the Summer,1951,,,0,,,film_lineage
Hobson's Choice,1954,,,0,,,film_lineage
The Rats,1955,,,0,,,film_lineage
Invitation to the Dance,1956,,,0,,,film_lineage
Twelve Angry Men,1957,,,0,,,film_lineage
Wild Strawberries,1957,,,0,,,film_lineage
The Cousins,1959,,,0,,,film_lineage
El Lazarillo de Tormes,1959,,,0,,,film_lineage
La Notte,1961,,,0,,,film_lineage
A Kind of Loving,1962,,,0,,,film_lineage
The Devil,1963,,,0,,,film_lineage
Il Diavolo,1963,,,0,,,film_lineage
Dry Summer,1963,,,0,,,film_lineage
Alphaville,1965,,,0,,,film_lineage
Cul-de-sac,1966,,,0,,,film_lineage
The Departure,1967,,,0,,,film_lineage
Ole Dole Doff,1968,,,0,,,film_lineage
Early Works,1969,,,0,,,film_lineage
The Garden of the Finzi-Continis,1970,,,0,,,film_lineage
The Canterbury Tales,1972,,,0,,,film_lineage
Distant Thunder,1973,,,0,,,film_lineage
The Apprenticeship of Duddy Kravitz,1974,,,0,,,film_lineage
Adoption,1975,,,0,,,film_lineage
Buffalo Bill and the Indians,1976,,,0,,,film_lineage
The Ascent,1977,,,0,,,film_lineage
The Words of Max,1978,,,0,,,film_lineage
Trout,1978,,,0,,,film_lineage
David,1979,,,0,,,film_lineage
Heartland,1979,,,0,,,film_lineage
Palermo or Wolfsburg,1980,,,0,,,film_lineage
Fast Fast,1981,,,0,,,film_lineage
Veronika Voss,1982,,,0,,,film_lineage
Ascendancy,1983,,,0,,,film_lineage
The Beehive,1982,,,0,,,film_lineage
Love Streams,1984,,,0,,,film_lineage
Wetherby,1985,,,0,,,film_lineage
The Woman and the Stranger,1985,,,0,,,film_lineage
Stammheim,1986,,,0,,,film_lineage
The Theme,1979,,,0,,,film_lineage
Red Sorghum,1987,,,0,,,film_lineage
Rain Man,1988,,,0,,,film_lineage
Larks on a String,1969,,,0,,,film_lineage
Music Box,1989,,,0,,,film_lineage
House of Smiles,1991,,,0,,,film_lineage
Grand Canyon,1991,,,0,,,film_lineage
The Wedding Banquet,1993,,,0,,,film_lineage
The Women from the Lake of Scented Souls,1993,,,0,,,film_lineage
In the Name of the Father,1993,,,0,,,film_lineage
The Bait,1995,,,0,,,film_lineage
Sense and Sensibility,1995,,,0,,,film_lineage
The People vs. Larry Flynt,1996,,,0,,,film_lineage
Central Station,1998,,,0,,,film_lineage
The Thin Red Line,1998,,,0,,,film_lineage
Magnolia,1999,,,0,,,film_lineage
Intimacy,2001,,,0,,,film_lineage
Spirited Away,2001,,,0,,,film_lineage
Bloody Sunday,2002,,,0,,,film_lineage
In This World,2002,,,0,,,film_lineage
U-Carmen eKhayelitsha,2005,,,0,,,film_lineage
Tuya's Marriage,2006,,,0,,,film_lineage
Elite Squad,2007,,,0,,,film_lineage
The Milk of Sorrow,2009,,,0,,,film_lineage
Caesar Must Die,2012,,,0,,,film_lineage
Child's Pose,2013,,,0,,,film_lineage
Black Coal Thin Ice,2014,,,0,,,film_lineage
Fire at Sea,2016,,,0,,,film_lineage
Touch Me Not,2018,,,0,,,film_lineage
On the Adamant,2023,,,0,,,film_lineage
Dreams,2025,,,0,,,film_lineage
Citizen Kane,1941,,,0,,,film_lineage
The Godfather,1972,,,0,,,film_lineage
Casablanca,1942,,,0,,,film_lineage
Raging Bull,1980,,,0,,,film_lineage
Singin' in the Rain,1952,,,0,,,film_lineage
Gone with the Wind,1939,,,0,,,film_lineage
Lawrence of Arabia,1962,,,0,,,film_lineage
Schindler's List,1993,,,0,,,film_lineage
Vertigo,1958,,,0,,,film_lineage
The Wizard of Oz,1939,,,0,,,film_lineage
City Lights,1931,,,0,,,film_lineage
The Searchers,1956,,,0,,,film_lineage
Star Wars,1977,,,0,,,film_lineage
Psycho,1960,,,0,,,film_lineage
2001: A Space Odyssey,1968,,,0,,,film_lineage
Sunset Boulevard,1950,,,0,,,film_lineage
The Graduate,1967,,,0,,,film_lineage
The General,1926,,,0,,,film_lineage
On the Waterfront,1954,,,0,,,film_lineage
It's a Wonderful Life,1946,,,0,,,film_lineage
Chinatown,1974,,,0,,,film_lineage
Some Like It Hot,1959,,,0,,,film_lineage
The Grapes of Wrath,1940,,,0,,,film_lineage
E.T. the Extra-Terrestrial,1982,,,0,,,film_lineage
To Kill a Mockingbird,1962,,,0,,,film_lineage
Mr. Smith Goes to Washington,1939,,,0,,,film_lineage
High Noon,1952,,,0,,,film_lineage
All About Eve,1950,,,0,,,film_lineage
Double Indemnity,1944,,,0,,,film_lineage
The Maltese Falcon,1941,,,0,,,film_lineage
The Godfather Part II,1974,,,0,,,film_lineage
One Flew Over the Cuckoo's Nest,1975,,,0,,,film_lineage
Snow White and the Seven Dwarfs,1937,,,0,,,film_lineage
Annie Hall,1977,,,0,,,film_lineage
The Bridge on the River Kwai,1957,,,0,,,film_lineage
The Best Years of Our Lives,1946,,,0,,,film_lineage
The Treasure of the Sierra Madre,1948,,,0,,,film_lineage
Dr. Strangelove,1964,,,0,,,film_lineage
The Sound of Music,1965,,,0,,,film_lineage
King Kong,1933,,,0,,,film_lineage
Bonnie and Clyde,1967,,,0,,,film_lineage
Midnight Cowboy,1969,,,0,,,film_lineage
The Philadelphia Story,1940,,,0,,,film_lineage
Shane,1953,,,0,,,film_lineage
It Happened One Night,1934,,,0,,,film_lineage
A Streetcar Named Desire,1951,,,0,,,film_lineage
Rear Window,1954,,,0,,,film_lineage
Intolerance,1916,,,0,,,film_lineage
The Lord of the Rings: The Fellowship of the Ring,2001,,,0,,,film_lineage
West Side Story,1961,,,0,,,film_lineage
The Deer Hunter,1978,,,0,,,film_lineage
M*A*S*H,1970,,,0,,,film_lineage
North by Northwest,1959,,,0,,,film_lineage
Jaws,1975,,,0,,,film_lineage
Rocky,1976,,,0,,,film_lineage
The Gold Rush,1925,,,0,,,film_lineage
Nashville,1975,,,0,,,film_lineage
Duck Soup,1933,,,0,,,film_lineage
Sullivan's Travels,1941,,,0,,,film_lineage
American Graffiti,1973,,,0,,,film_lineage
Cabaret,1972,,,0,,,film_lineage
Network,1976,,,0,,,film_lineage
The African Queen,1951,,,0,,,film_lineage
Raiders of the Lost Ark,1981,,,0,,,film_lineage
Who's Afraid of Virginia Woolf?,1966,,,0,,,film_lineage
Unforgiven,1992,,,0,,,film_lineage
Tootsie,1982,,,0,,,film_lineage
A Clockwork Orange,1971,,,0,,,film_lineage
Saving Private Ryan,1998,,,0,,,film_lineage
The Shawshank Redemption,1994,,,0,,,film_lineage
Butch Cassidy and the Sundance Kid,1969,,,0,,,film_lineage
The Silence of the Lambs,1991,,,0,,,film_lineage
In the Heat of the Night,1967,,,0,,,film_lineage
Forrest Gump,1994,,,0,,,film_lineage
All the President's Men,1976,,,0,,,film_lineage
Modern Times,1936,,,0,,,film_lineage
The Wild Bunch,1969,,,0,,,film_lineage
The Apartment,1960,,,0,,,film_lineage
Spartacus,1960,,,0,,,film_lineage
Sunrise: A Song of Two Humans,1927,,,0,,,film_lineage
Titanic,1997,,,0,,,film_lineage
Easy Rider,1969,,,0,,,film_lineage
A Night at the Opera,1935,,,0,,,film_lineage
Platoon,1986,,,0,,,film_lineage
12 Angry Men,1957,,,0,,,film_lineage
Bringing Up Baby,1938,,,0,,,film_lineage
The Sixth Sense,1999,,,0,,,film_lineage
Swing Time,1936,,,0,,,film_lineage
Sophie's Choice,1982,,,0,,,film_lineage
Goodfellas,1990,,,0,,,film_lineage
The French Connection,1971,,,0,,,film_lineage
The Last Picture Show,1971,,,0,,,film_lineage
Do the Right Thing,1989,,,0,,,film_lineage
Blade Runner,1982,,,0,,,film_lineage
Yankee Doodle Dandy,1942,,,0,,,film_lineage
Toy Story,1995,,,0,,,film_lineage
Ben-Hur,1959,,,0,,,film_lineage
Wings,1927,,,0,,,film_lineage
The Broadway Melody,1929,,,0,,,film_lineage
All Quiet on the Western Front,1930,,,0,,,film_lineage
Cimarron,1931,,,0,,,film_lineage
Grand Hotel,1932,,,0,,,film_lineage
Cavalcade,1933,,,0,,,film_lineage
Mutiny on the Bounty,1935,,,0,,,film_lineage
The Great Ziegfeld,1936,,,0,,,film_lineage
The Life of Emile Zola,1937,,,0,,,film_lineage
You Can't Take It with You,1938,,,0,,,film_lineage
Rebecca,1940,,,0,,,film_lineage
How Green Was My Valley,1941,,,0,,,film_lineage
Mrs. Miniver,1942,,,0,,,film_lineage
Casablanca,1943,,,0,,,film_lineage
Going My Way,1944,,,0,,,film_lineage
Gentleman's Agreement,1947,,,0,,,film_lineage
Hamlet,1948,,,0,,,film_lineage
All the King's Men,1949,,,0,,,film_lineage
An American in Paris,1951,,,0,,,film_lineage
The Greatest Show on Earth,1952,,,0,,,film_lineage
From Here to Eternity,1953,,,0,,,film_lineage
Around the World in 80 Days,1956,,,0,,,film_lineage
Gigi,1958,,,0,,,film_lineage
Tom Jones,1963,,,0,,,film_lineage
My Fair Lady,1964,,,0,,,film_lineage
A Man for All Seasons,1966,,,0,,,film_lineage
Oliver!,1968,,,0,,,film_lineage
Patton,1970,,,0,,,film_lineage
The Sting,1973,,,0,,,film_lineage
Kramer vs. Kramer,1979,,,0,,,film_lineage
Ordinary People,1980,,,0,,,film_lineage
Chariots of Fire,1981,,,0,,,film_lineage
Gandhi,1982,,,0,,,film_lineage
Terms of Endearment,1983,,,0,,,film_lineage
Amadeus,1984,,,0,,,film_lineage
Out of Africa,1985,,,0,,,film_lineage
The Last Emperor,1987,,,0,,,film_lineage
Driving Miss Daisy,1989,,,0,,,film_lineage
Dances with Wolves,1990,,,0,,,film_lineage
Braveheart,1995,,,0,,,film_lineage
The English Patient,1996,,,0,,,film_lineage
Shakespeare in Love,1998,,,0,,,film_lineage
American Beauty,1999,,,0,,,film_lineage
Gladiator,2000,,,0,,,film_lineage
A Beautiful Mind,2001,,,0,,,film_lineage
Chicago,2002,,,0,,,film_lineage
The Lord of the Rings: The Return of the King,2003,,,0,,,film_lineage
Million Dollar Baby,2004,,,0,,,film_lineage
Crash,2005,,,0,,,film_lineage
The Departed,2006,,,0,,,film_lineage
No Country for Old Men,2007,,,0,,,film_lineage
Slumdog Millionaire,2008,,,0,,,film_lineage
The Hurt Locker,2009,,,0,,,film_lineage
The King's Speech,2010,,,0,,,film_lineage
The Artist,2011,,,0,,,film_lineage
Argo,2012,,,0,,,film_lineage
Spotlight,2015,,,0,,,film_lineage
Green Book,2018,,,0,,,film_lineage
CODA,2021,,,0,,,film_lineage
Everything Everywhere All at Once,2022,,,0,,,film_lineage
Oppenheimer,2023,,,0,,,film_lineage
7th Heaven,1927,,,0,,,film_lineage
Two Arabian Knights,1927,,,0,,,film_lineage
The Divine Lady,1929,,,0,,,film_lineage
Skippy,1931,,,0,,,film_lineage
Bad Girl,1931,,,0,,,film_lineage
The Informer,1935,,,0,,,film_lineage
Mr. Deeds Goes to Town,1936,,,0,,,film_lineage
The Awful Truth,1937,,,0,,,film_lineage
A Letter to Three Wives,1949,,,0,,,film_lineage
A Place in the Sun,1951,,,0,,,film_lineage
The Quiet Man,1952,,,0,,,film_lineage
Giant,1956,,,0,,,film_lineage
Reds,1981,,,0,,,film_lineage
Born on the Fourth of July,1989,,,0,,,film_lineage
Traffic,2000,,,0,,,film_lineage
Life of Pi,2012,,,0,,,film_lineage
Shoeshine,1947,,,0,,,film_lineage
Monsieur Vincent,1948,,,0,,,film_lineage
Bicycle Thieves,1949,,,0,,,film_lineage
The Walls of Malapaga,1950,,,0,,,film_lineage
Rashomon,1951,,,0,,,film_lineage
Gate of Hell,1954,,,0,,,film_lineage
Samurai I,1955,,,0,,,film_lineage
La Strada,1956,,,0,,,film_lineage
Nights of Cabiria,1957,,,0,,,film_lineage
Mon Oncle,1958,,,0,,,film_lineage
The Virgin Spring,1960,,,0,,,film_lineage
Through a Glass Darkly,1961,,,0,,,film_lineage
Sundays and Cybele,1962,,,0,,,film_lineage
8½,1963,,,0,,,film_lineage
Yesterday Today and Tomorrow,1964,,,0,,,film_lineage
The Shop on Main Street,1965,,,0,,,film_lineage
Closely Watched Trains,1967,,,0,,,film_lineage
War and Peace,1968,,,0,,,film_lineage
Z,1969,,,0,,,film_lineage
Investigation of a Citizen Above Suspicion,1970,,,0,,,film_lineage
The Garden of the Finzi-Continis,1971,,,0,,,film_lineage
The Discreet Charm of the Bourgeoisie,1972,,,0,,,film_lineage
