Part,Major Category,Sub Category,Theory Title,Theorist
MANAGEMENT,XVII. Organizational Behavior (Advanced),A. Organizational Justice (Advanced),Social Exchange Theory (OB),George Homans (applied to OB)
MANAGEMENT,XVIII. Marketing (Advanced Consumer Behavior),A. Consumer Culture Theory (CCT),Consumer Culture Theory (CCT),"Russell Belk, Bernard Cova"
MANAGEMENT,XVIII. Marketing (Advanced Consumer Behavior),A. Consumer Culture Theory (CCT),Brand Community Theory,"Albert Muniz Jr., Thomas O'Guinn"
MANAGEMENT,XIX. Finance (Corporate Governance),A. Corporate Governance Theory,Corporate Governance Theory,"Cadbury Committee, Agency Theory (core)"
MANAGEMENT,XIX. Finance (Corporate Governance),A. Stakeholder Theory (Corporate Governance),Stakeholder Theory (Corporate Governance),R. Edward Freeman
MANAGEMENT,XX. Operations Management (Supply Chain Behavior),A. Behavioral Supply Chain Management,Behavioral Supply Chain Management,N/A (Emerging field)
MANAGEMENT,XX. Operations Management (Supply Chain Behavior),A. Bullwhip Effect,Bullwhip Effect (Supply Chain),Jay Forrester
MANAGEMENT,XXI. Strategic Management (Behavioral),A. Behavioral Strategy,Behavioral Strategy Theory,"Laurens van den Berg, Daniel Kahneman (applied to strategy)"
MANAGEMENT,XXII. Business Ethics,A. Virtue Ethics (Business),Virtue Ethics (Business),Alasdair MacIntyre (applied to business)
MANAGEMENT,XXII. Business Ethics,A. Virtue Ethics (Business),Deontology (Business Ethics),Immanuel Kant (applied to business)
MANAGEMENT,XXIII. Organizational Change (Advanced),A. Kotter's 8-Step Change Model,Kotter's 8-Step Change Model,John Kotter
MANAGEMENT,XXIII. Organizational Change (Advanced),A. Kotter's 8-Step Change Model,Appreciative Inquiry,"David Cooperrider, Diana Whitney"
MANAGEMENT,XXIV. Knowledge Management (Advanced),A. Communities of Practice,Communities of Practice Theory,Etienne Wenger
MANAGEMENT,XXIV. Knowledge Management (Advanced),A. Explicit vs. Tacit Knowledge,Explicit vs. Tacit Knowledge Theory,"Michael Polanyi, Ikujiro Nonaka"
MANAGEMENT,XXV. International Management,A. Cross-Cultural Management,Cross-Cultural Management Theory,"Geert Hofstede, Fons Trompenaars"
MANAGEMENT,XXV. International Management,A. Cross-Cultural Management,GLOBE Project,Robert House et al.
MANAGEMENT,XXVI. Human Resource Management (Advanced),A. Psychological Contract,Psychological Contract Breach,Denise Rousseau
MANAGEMENT,XXVI. Human Resource Management (Advanced),A. Psychological Contract,Employee Engagement Theory,"William Kahn, Gallup"
MANAGEMENT,XXVII. Marketing (Digital),A. Digital Marketing Theory,Digital Marketing Theory,N/A (Broad field)
MANAGEMENT,XXVII. Marketing (Digital),A. Digital Marketing Theory,Viral Marketing Theory,Jeffrey F. Rayport
MANAGEMENT,XXVIII. Finance (Behavioral Corporate Finance),A. Behavioral Corporate Finance,Behavioral Corporate Finance,Andrei Shleifer
MANAGEMENT,XXVIII. Finance (Behavioral Corporate Finance),A. Behavioral Corporate Finance,Managerial Empire Building,Oliver Williamson
MANAGEMENT,XXIX. Organizational Justice (Specifics),A. Procedural Justice,Procedural Justice Theory,"John Thibaut, Laurens Walker"
MANAGEMENT,XXIX. Organizational Justice (Specifics),A. Procedural Justice,Interactional Justice,Robert Bies
MANAGEMENT,XXX. Leadership (Contextual),A. Shared Leadership,Shared Leadership Theory,"Craig L. Pearce, Jay A. Conger"
MANAGEMENT,XXX. Leadership (Contextual),A. Shared Leadership,Servant Leadership Theory,Robert K. Greenleaf
MANAGEMENT,XXXI. Organizational Development,A. Action Research,Action Research (OD),Kurt Lewin
MANAGEMENT,XXXI. Organizational Development,A. Action Research,Appreciative Inquiry (OD),"David Cooperrider, Diana Whitney"
MANAGEMENT,XXXII. Strategic Human Resource Management (Fit),A. Vertical Fit,Vertical Fit (SHRM),"Patrick Wright, Gary McMahan"
MANAGEMENT,XXXII. Strategic Human Resource Management (Fit),A. Vertical Fit,Horizontal Fit (SHRM),"Patrick Wright, Gary McMahan"
MANAGEMENT,XXXIII. Marketing (Social Aspects),A. Social Marketing,Social Marketing Theory,Philip Kotler
MANAGEMENT,XXXIV. Finance (Behavioral Investment),A. Investor Biases,Investor Biases (Behavioral Finance),"Hersh Shefrin, Meir Statman"
MANAGEMENT,XXXIV. Finance (Behavioral Investment),A. Investor Biases,Herding Behavior (Finance),Robert Shiller
MANAGEMENT,XXXV. Organizational Behavior (Decision Making),A. Escalation of Commitment,Escalation of Commitment Theory,Barry M. Staw
MANAGEMENT,XXXV. Organizational Behavior (Decision Making),A. Escalation of Commitment,Group Polarization (Management),Irving L. Janis
MANAGEMENT,XXXVI. Supply Chain Management (Behavioral),A. Behavioral Supply Chain Theory,Behavioral Supply Chain Theory,"J. Michael Webb, David J. Ketchen Jr."
MANAGEMENT,XXXVI. Supply Chain Management (Behavioral),A. Behavioral Supply Chain Theory,Trust in Supply Chains,N/A (Common concept)
MANAGEMENT,XXXVII. Innovation Management,A. Ambidexterity,Organizational Ambidexterity Theory,"James March, Charles O'Reilly III, Michael L. Tushman"
MANAGEMENT,XXXVII. Innovation Management,A. Ambidexterity,Open Innovation Theory,Henry Chesbrough
MANAGEMENT,XXXVIII. International Business (Entry Mode),A. Uppsala Model,Uppsala Model of Internationalization,"Jan Johanson, Jan-Erik Vahlne"
MANAGEMENT,XXXVIII. International Business (Entry Mode),A. Uppsala Model,Eclectic Paradigm (OLI Framework),John Dunning
MANAGEMENT,XXXIX. Corporate Social Responsibility (Advanced),A. Creating Shared Value (CSV),Creating Shared Value (CSV) Theory,"Michael Porter, Mark Kramer"
MANAGEMENT,XXXIX. Corporate Social Responsibility (Advanced),A. Creating Shared Value (CSV),Social License to Operate,"N/A (Business concept, theorized)"
MANAGEMENT,XL. Organizational Behavior (Well-being),A. Job Demands-Resources Model,Job Demands-Resources (JD-R) Model,"Arnold Bakker, Evangelia Demerouti"
MANAGEMENT,XL. Organizational Behavior (Well-being),A. Job Demands-Resources Model,Conservation of Resources (COR) Theory,Stevan Hobfoll
MANAGEMENT,XLI. Strategic Management (Behavioral),A. Prospect Theory (Strategy),Prospect Theory (Strategic Management),"Daniel Kahneman, Amos Tversky (applied to strategy)"
MANAGEMENT,XLII. Marketing (Digital),A. Customer Relationship Management (CRM),Customer Relationship Management (CRM) Theory,"N/A (Business practice, theorized)"
MANAGEMENT,XLII. Marketing (Digital),A. Customer Relationship Management (CRM),Customer Lifetime Value (CLV),"N/A (Business metric, theorized)"
MANAGEMENT,XLIII. Finance (Behavioral Corporate Governance),A. Behavioral Corporate Governance,Behavioral Corporate Governance Theory,"Sanjai Bhagat, Brian Bolton"
MANAGEMENT,XLIV. Human Resource Management (Diversity),A. Diversity Management,Diversity Management Theory,R. Roosevelt Thomas Jr.
MANAGEMENT,XLIV. Human Resource Management (Diversity),A. Diversity Management,Social Categorization Theory (HRM),"Henri Tajfel, John Turner (applied to HRM)"
MANAGEMENT,XLV. Operations Management (Service),A. Service Dominant Logic,Service Dominant Logic (Marketing/Ops),"Stephen Vargo, Robert Lusch"
MANAGEMENT,XLV. Operations Management (Service),A. Service Dominant Logic,Service Quality Theory (SERVQUAL),"Valarie Zeithaml, A. Parasuraman, Leonard Berry"
MANAGEMENT,XLVI. Entrepreneurship (Social),A. Social Entrepreneurship,Social Entrepreneurship Theory,"Muhammad Yunus, Bill Drayton"
MANAGEMENT,XLVII. International Business (MNC Behavior),A. Organizational Slack (IB),Organizational Slack Theory (IB),"Richard Cyert, James March (orig.), applied to IB"
MANAGEMENT,XLVII. International Business (MNC Behavior),A. Organizational Slack (IB),Managerial Discretion (IB),"Hambrick & Finkelstein (orig.), applied to IB"
MANAGEMENT,XLVIII. Corporate Social Responsibility (Behavioral),A. Behavioral CSR,Behavioral CSR Theory,David B. Zoogah
MANAGEMENT,XLIX. Organizational Behavior (Power),A. French and Raven's Bases of Power,French and Raven's Bases of Power,"John French, Bertram Raven"
MANAGEMENT,XLIX. Organizational Behavior (Power),A. French and Raven's Bases of Power,Power-Dependence Theory,Richard Emerson
MANAGEMENT,L. Strategic Management (Evolutionary),A. Organizational Ecology,Organizational Ecology Theory,"Michael T. Hannan, John Freeman"
MANAGEMENT,L. Strategic Management (Evolutionary),A. Organizational Ecology,Population Ecology of Organizations,"Michael T. Hannan, John Freeman"
MANAGEMENT,LI. Marketing (Relationship),A. Relationship Marketing,Relationship Marketing Theory,"Leonard Berry, Christian Grönroos"
MANAGEMENT,LII. Finance (Corporate Governance - Behavioral),A. Behavioral Agency Theory,Behavioral Agency Theory,N/A (Emerging synthesis)
MANAGEMENT,LIII. Human Resource Management (Work-Life),A. Work-Life Balance Theory,Work-Life Balance Theory,Gary Johns (related to context)
MANAGEMENT,LIII. Human Resource Management (Work-Life),A. Work-Life Balance Theory,Work-Family Conflict Theory (HRM),"Jeffrey H. Greenhaus, Nicholas J. Beutell"
MANAGEMENT,LIV. Operations Management (Quality),A. Total Quality Management (TQM),Total Quality Management (TQM),"W. Edwards Deming, Joseph M. Juran"
MANAGEMENT,LV. Innovation (Behavioral),A. Behavioral Innovation,Behavioral Innovation Theory,N/A (Emerging field)
MANAGEMENT,LVI. International Business (Cultural Distance),A. Psychic Distance,Psychic Distance Theory,"Jan Johanson, Finn Wiedersheim-Paul"
MANAGEMENT,LVII. Corporate Social Responsibility (Theory of the Firm),A. Theory of the Firm (CSR),Theory of the Firm (CSR Integration),"Milton Friedman (classical), Edward Freeman (stakeholder)"
MANAGEMENT,LVIII. Organizational Behavior (Justice - Advanced),A. Fairness Heuristics,Fairness Heuristics Theory,Robert Bies
MANAGEMENT,LIX. Leadership (Contingency),A. Path-Goal Theory,Path-Goal Theory of Leadership,Robert House
MANAGEMENT,LIX. Leadership (Contingency),A. Path-Goal Theory,Vroom-Yetton Contingency Model,"Victor Vroom, Philip Yetton"
MANAGEMENT,LX. Organizational Theory (Ecological),A. Resource Dependence Theory,Resource Dependence Theory,"Jeffrey Pfeffer, Gerald Salancik"
MANAGEMENT,LXI. Marketing (Consumer Culture),A. Consumer Resistance Theory,Consumer Resistance Theory,Robert Kozinets
MANAGEMENT,LXII. Finance (Behavioral Investment),A. Narrow Framing (Finance),Narrow Framing (Behavioral Finance),"Daniel Kahneman, Richard Thaler"
MANAGEMENT,LXIII. Human Resource Management (Commitment),A. Organizational Commitment Theory,Organizational Commitment Theory,"John Meyer, Natalie Allen"
MANAGEMENT,LXIII. Human Resource Management (Commitment),A. Organizational Commitment Theory,Employee Turnover Theory (Behavioral),"William Mobley, Terence Mitchell"
MANAGEMENT,LXIV. Operations Management (Human Factors),A. Ergonomics,Ergonomics (Operations),N/A (Applied science)
MANAGEMENT,LXV. Innovation (User-Centric),A. User Innovation,User Innovation Theory,Eric von Hippel
MANAGEMENT,LXVI. International Business (Behavioral),A. Behavioral International Business,Behavioral International Business Theory,N/A (Emerging field)
MANAGEMENT,LXVII. Corporate Social Responsibility (Managerial),A. CSR as Managerial Discretion,CSR as Managerial Discretion Theory,N/A (Managerial perspective)
MANAGEMENT,LXVIII. Organizational Behavior (Learning),A. Reinforcement Schedule Theory,Reinforcement Schedule Theory (OB),B.F. Skinner
MANAGEMENT,LXIX. Leadership (Ethics),A. Ethical Leadership Theory,Ethical Leadership Theory,"Linda Treviño, Michael E. Brown"
MANAGEMENT,LXX. Strategic Management (Learning),A. Organizational Learning (Strategy),Organizational Learning (Strategic Management),David J. Teece
MANAGEMENT,LXXI. Marketing (Digital Engagement),A. Customer Engagement Theory,Customer Engagement Theory,N/A (Contemporary marketing concept)
MANAGEMENT,LXXII. Finance (Behavioral Corporate Finance),A. Capital Budgeting (Behavioral),Capital Budgeting (Behavioral Finance),"Richard Thaler, Hersh Shefrin"
MANAGEMENT,LXXIII. Human Resource Management (Flexibility),A. Flexible Work Arrangements Theory,Flexible Work Arrangements Theory (HRM),"N/A (Common practice, theorized)"
MANAGEMENT,LXXIV. Operations Management (Service Encounter),A. Service Encounter Theory,Service Encounter Theory,"Richard Chase, James Fitzsimmons"
MANAGEMENT,LXXV. Innovation (Social Networks),A. Social Networks in Innovation,Social Networks in Innovation Theory,Mark Granovetter
MANAGEMENT,LXXVI. International Business (Cultural Competence),A. Cross-Cultural Competence,Cross-Cultural Competence Theory (IB),Darla Deardorff
MANAGEMENT,LXXVII. Corporate Social Responsibility (Ethics),A. Business Ethics Theory,Business Ethics Theory,R. Edward Freeman
MANAGEMENT,LXXVIII. Organizational Behavior (Power),A. Political Skill Theory (OB),Political Skill Theory (OB),Gerald R. Ferris
MANAGEMENT,LXXIX. Leadership (Ethics),A. Servant Leadership (Advanced),Servant Leadership Theory (Advanced),Larry C. Spears
MANAGEMENT,LXXX. Strategic Management (Behavioral Economics),A. Behavioral Corporate Strategy,Behavioral Corporate Strategy Theory,"Richard L. Priem, Jeffrey G. Covin"
MANAGEMENT,LXXXI. Marketing (Consumer Psychology),A. Self-Congruity Theory (Marketing),Self-Congruity Theory (Marketing),M. Joseph Sirgy
MANAGEMENT,LXXXII. Finance (Behavioral Households),A. Household Finance (Behavioral),Household Finance (Behavioral),Richard Thaler
MANAGEMENT,LXXXIII. Human Resource Management (Well-being),A. Employee Well-being Theory,Employee Well-being Theory (HRM),Peter Warr
MANAGEMENT,LXXXIV. Operations Management (Behavioral Supply Chain),A. Behavioral Game Theory in Supply Chain,Behavioral Game Theory in Supply Chain,N/A (Applied field)
MANAGEMENT,LXXXV. Innovation (Ambidexterity),A. Exploitation vs. Exploration (Innovation),Exploitation vs. Exploration (Innovation),James March
MANAGEMENT,LXXXVI. International Business (Managerial Cognition),A. Managerial Cognition in IB,Managerial Cognition in International Business,"Paul Beamish, Allen Morrison"
MANAGEMENT,LXXXVII. Corporate Social Responsibility (Stakeholder Salience),A. Stakeholder Salience Theory,Stakeholder Salience Theory,"Ronald K. Mitchell, Bradley R. Agle, Donna J. Wood"
MANAGEMENT,LXXXVIII. Organizational Behavior (Workplace Deviance),A. Workplace Deviance Theory,Workplace Deviance Theory,Bennett & Robinson
MANAGEMENT,LXXXIX. Leadership (Dark Side),A. Abusive Supervision Theory,Abusive Supervision Theory,Bennett & Robinson
MANAGEMENT,XC. Strategic Management (Cognition),A. Strategic Cognition,Strategic Cognition Theory,"Gerry Johnson, Kevin Lane Keller"
MANAGEMENT,XCI. Marketing (Consumer Decision-Making),A. Heuristics in Consumer Decision-Making,Heuristics in Consumer Decision-Making Theory,"Daniel Kahneman, Amos Tversky (applied to marketing)"
MANAGEMENT,XCII. Finance (Behavioral Asset Pricing),A. Limited Attention (Finance),Limited Attention Theory (Behavioral Finance),Andrei Shleifer
MANAGEMENT,XCIII. Human Resource Management (Job Design),A. Job Characteristics Model (JCM),Job Characteristics Model (JCM),"Richard Hackman, Greg Oldham"
MANAGEMENT,XCIV. Operations Management (Behavioral Operations),A. Behavioral Queuing Theory,Behavioral Queuing Theory (Operations),David Maister
MANAGEMENT,XCV. Innovation (Organizational Context),A. Innovation Systems Theory,Innovation Systems Theory (Business),"Richard Nelson, Bengt-Åke Lundvall"
MANAGEMENT,XCVI. International Business (Liability of Foreignness),A. Liability of Foreignness Theory,Liability of Foreignness Theory,"Zaheer, S."
MANAGEMENT,XCVII. Corporate Social Responsibility (Stakeholder Engagement),A. Stakeholder Engagement Theory,Stakeholder Engagement Theory (CSR),R. Edward Freeman
MANAGEMENT,XCVIII. Organizational Behavior (Culture),A. National Culture and OB,National Culture and OB Theory,Geert Hofstede
MANAGEMENT,XCIX. Leadership (Power),A. Social Power Theory (Leadership),Social Power Theory (Leadership),"John French, Bertram Raven"
MANAGEMENT,C. Strategic Management (Adaptive),A. Adaptive Strategy,Adaptive Strategy Theory,Henry Mintzberg
MANAGEMENT,CI. Marketing (Pricing),A. Behavioral Pricing Theory,Behavioral Pricing Theory,Richard Thaler (related)
MANAGEMENT,CII. Finance (Market Microstructure),A. Behavioral Market Microstructure,Behavioral Market Microstructure Theory,Maureen O'Hara
MANAGEMENT,CIII. Human Resource Management (Performance),A. Effort-Reward Imbalance Model,Effort-Reward Imbalance Model (HRM),Johannes Siegrist
