Part,RomanHead,TrueMajor,TrueSub,Theory Title,Theorist,Major Category
MANAGEMENT,III,III. Marketing,A. Consumer Behavior,Consumer Decision Process,"John Dewey (early ideas), N/A (standard model)",III. Marketing
MANAGEMENT,III,III. Marketing,A. Consumer Behavior,Theory of Reasoned Action (Marketing),"Martin Fishbein, Icek Ajzen",III. Marketing
MANAGEMENT,III,III. Marketing,A. Consumer Behavior,Theory of Planned Behavior (Marketing),Icek Ajzen,III. Marketing
MANAGEMENT,III,III. Marketing,B. Brand Management,Brand Equity Theory,"David Aaker, Kevin Lane Keller",III. Marketing
MANAGEMENT,III,III. Marketing,B. Brand Management,Consumer-Based Brand Equity (CBBE),Kevin Lane Keller,III. Marketing
MANAGEMENT,III,III. Marketing,C. Marketing Communication,Elaboration Likelihood Model (Marketing),"Richard E. Petty, John Cacioppo",III. Marketing
MANAGEMENT,III,III. Marketing,C. Marketing Communication,Cognitive Dissonance (Marketing),Leon Festinger,III. Marketing
MANAGEMENT,IV,IV. Finance,A. Behavioral Finance,Prospect Theory (Finance),"Daniel Kahneman, Amos Tversky",IV. Finance
MANAGEMENT,IV,IV. Finance,A. Behavioral Finance,Efficient Market Hypothesis (Behavioral Critique),"Eugene Fama (EMH core), Richard Thaler (behavioral critique)",IV. Finance
MANAGEMENT,IV,IV. Finance,A. Behavioral Finance,Mental Accounting (Finance),Richard Thaler,IV. Finance
MANAGEMENT,IV,IV. Finance,A. Behavioral Finance,Disposition Effect (Finance),"Hersh Shefrin, Meir Statman",IV. Finance
MANAGEMENT,IV,IV. Finance,B. Corporate Finance (Behavioral Aspects),Managerial Overconfidence (Finance),"J. Bradford DeLong, Andrei Shleifer",IV. Finance
MANAGEMENT,IV,IV. Finance,B. Corporate Finance (Behavioral Aspects),Agency Theory (Behavioral Finance),"Michael Jensen, William Meckling (classic), Behavioral extensions by others",IV. Finance
MANAGEMENT,V,V. Human Resource Management (HRM),A. Recruitment & Selection,Social Capital Theory (HRM),"James S. Coleman, Ronald S. Burt",V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),A. Recruitment & Selection,Signaling Theory (HRM),Michael Spence,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),B. Performance Management,Goal-Setting Theory (HRM),"Edwin Locke, Gary Latham",V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),B. Performance Management,Reinforcement Theory (HRM),B.F. Skinner,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),C. Training & Development,Social Learning Theory (HRM),Albert Bandura,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),D. Compensation & Rewards,Equity Theory (HRM),J. Stacy Adams,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),D. Compensation & Rewards,Expectancy Theory (HRM),Victor Vroom,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),E. Employee Relations,Psychological Contract Theory,Denise Rousseau,V. Human Resource Management (HRM)
MANAGEMENT,V,V. Human Resource Management (HRM),E. Employee Relations,Organizational Justice Theory,Jerald Greenberg,V. Human Resource Management (HRM)
MANAGEMENT,VI,VI. Operations Management & Supply Chain,A. Decision Making (Behavioral),Behavioral Operations Management,N/A (Emerging field),VI. Operations Management & Supply Chain
MANAGEMENT,VI,VI. Operations Management & Supply Chain,A. Decision Making (Behavioral),Human Factor Theory (Operations),"Frank & Lillian Gilbreth (early ideas), N/A (modern application)",VI. Operations Management & Supply Chain
MANAGEMENT,VII,VII. Innovation & Entrepreneurship,A. Innovation Process,Diffusion of Innovations (Business),Everett Rogers,VII. Innovation & Entrepreneurship
MANAGEMENT,VII,VII. Innovation & Entrepreneurship,A. Innovation Process,Disruptive Innovation Theory,Clayton Christensen,VII. Innovation & Entrepreneurship
MANAGEMENT,VII,VII. Innovation & Entrepreneurship,B. Entrepreneurial Behavior,Entrepreneurial Cognition Theory,Robert Baron,VII. Innovation & Entrepreneurship
MANAGEMENT,VIII,VIII. International Business & Globalization,A. Cultural Influence,Cultural Dimensions Theory (Business),Geert Hofstede,VIII. International Business & Globalization
MANAGEMENT,VIII,VIII. International Business,A. Cultural Influence,Cultural Intelligence Theory,"Christopher Earley, Soon Ang",VIII. International Business & A. Cultural Influence
MANAGEMENT,IX,IX. Corporate Social Responsibility (CSR) & Ethics,A. Stakeholder Theory,Stakeholder Theory,R. Edward Freeman,IX. Corporate Social Responsibility (CSR) & Ethics
MANAGEMENT,IX,IX. Corporate Social Responsibility (CSR) & Ethics,A. Stakeholder Theory,Carroll's Pyramid of CSR,Archie Carroll,IX. Corporate Social Responsibility (CSR) & Ethics
MANAGEMENT,IX,IX. Corporate Social Responsibility (CSR),B. Ethical Decision Making,Ethical Decision-Making Models (Business),"James Rest, Lawrence Kohlberg (applied to business)",IX. Corporate Social Responsibility (CSR) & B. Ethical Decision Making
MANAGEMENT,X,X. Organizational Theory & Design,A. Institutional Theory,Institutional Theory (Management),"Paul DiMaggio, Walter Powell",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,A. Institutional Theory,Institutional Isomorphism (Management),"Paul DiMaggio, Walter Powell",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,A. Institutional Theory,Decoupling (Management),"John W. Meyer, Brian Rowan",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,B. Agency Theory,Agency Theory (Organizational),"Michael Jensen, William Meckling",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,B. Agency Theory,Transaction Cost Economics,"Ronald Coase, Oliver Williamson",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,C. Organizational Learning,Organizational Learning Theory,"Chris Argyris, Donald Schön",X. Organizational Theory & Design
MANAGEMENT,X,X. Organizational Theory & Design,C. Organizational Learning,Single-Loop vs. Double-Loop Learning,"Chris Argyris, Donald Schön",X. Organizational Theory & Design
MANAGEMENT,XI,XI. Knowledge Management,A. Knowledge Creation,SECI Model of Knowledge Creation,"Ikujiro Nonaka, Hirotaka Takeuchi",XI. Knowledge Management
MANAGEMENT,XI,XI. Knowledge Management,A. Knowledge Creation,Absorptive Capacity Theory,"Wesley Cohen, Daniel Levinthal",XI. Knowledge Management
MANAGEMENT,XII,XII. Crisis Management,A. Crisis Communication,Situational Crisis Communication Theory (SCCT),W. Timothy Coombs,XII. Crisis Management
MANAGEMENT,XII,XII. Crisis Management,A. Crisis Communication,Image Repair Theory,William Benoit,XII. Crisis Management
MANAGEMENT,XIII,XIII. Change Management,A. Lewin's Change Model,Lewin's Change Management Model,Kurt Lewin,XIII. Change Management
MANAGEMENT,XIII,XIII. Change Management,A. Lewin's Change Model,Resistance to Change Theory,"Kurt Lewin, John Kotter",XIII. Change Management
MANAGEMENT,XIV,XIV. Entrepreneurship (Advanced),A. Effectuation Theory,Effectuation Theory,Saras Sarasvathy,XIV. Entrepreneurship (Advanced)
MANAGEMENT,XIV,XIV. Entrepreneurship (Advanced),A. Effectuation Theory,Entrepreneurial Opportunity Recognition,Shane & Venkataraman,XIV. Entrepreneurship (Advanced)
MANAGEMENT,XV,XV. Leadership (Advanced),A. Leader-Member Exchange (LMX) Theory,Leader-Member Exchange (LMX) Theory,George Graen,XV. Leadership (Advanced)
MANAGEMENT,XV,XV. Leadership (Advanced),A. Leader-Member Exchange (LMX) Theory,Authentic Leadership Theory,Bill George,XV. Leadership (Advanced)
MANAGEMENT,XVI,XVI. Human Resource Management (Strategic),A. Strategic Human Resource Management (SHRM),Strategic Human Resource Management (SHRM),David Ulrich,XVI. Human Resource Management (Strategic)
MANAGEMENT,XVII,XVII. Organizational Behavior (Advanced),A. Organizational Justice (Advanced),Organizational Justice Theory (Greenberg),Jerald Greenberg,XVII. Organizational Behavior (Advanced)
MANAGEMENT,XVII,XVII. Organizational Behavior (Advanced),A. Organizational Justice (Advanced),Social Exchange Theory (OB),George Homans (applied to OB),XVII. Organizational Behavior (Advanced)
MANAGEMENT,XVIII,XVIII. Marketing (Advanced Consumer Behavior),A. Consumer Culture Theory (CCT),Consumer Culture Theory (CCT),"Russell Belk, Bernard Cova",XVIII. Marketing (Advanced Consumer Behavior)
MANAGEMENT,XVIII,XVIII. Marketing (Advanced Consumer Behavior),A. Consumer Culture Theory (CCT),Brand Community Theory,"Albert Muniz Jr., Thomas O'Guinn",XVIII. Marketing (Advanced Consumer Behavior)
MANAGEMENT,XIX,XIX. Finance (Corporate Governance),A. Corporate Governance Theory,Corporate Governance Theory,"Cadbury Committee, Agency Theory (core)",XIX. Finance (Corporate Governance)
MANAGEMENT,XIX,XIX. Finance (Corporate Governance),A. Stakeholder Theory (Corporate Governance),Stakeholder Theory (Corporate Governance),R. Edward Freeman,XIX. Finance (Corporate Governance)
MANAGEMENT,XX,XX. Operations Management (Supply Chain Behavior),A. Behavioral Supply Chain Management,Behavioral Supply Chain Management,N/A (Emerging field),XX. Operations Management (Supply Chain Behavior)
MANAGEMENT,XX,XX. Operations Management (Supply Chain Behavior),A. Bullwhip Effect,Bullwhip Effect (Supply Chain),Jay Forrester,XX. Operations Management (Supply Chain Behavior)
MANAGEMENT,XXI,XXI. Strategic Management (Behavioral),A. Behavioral Strategy,Behavioral Strategy Theory,"Laurens van den Berg, Daniel Kahneman (applied to strategy)",XXI. Strategic Management (Behavioral)
MANAGEMENT,XXII,XXII. Business Ethics,A. Virtue Ethics (Business),Virtue Ethics (Business),Alasdair MacIntyre (applied to business),XXII. Business Ethics
MANAGEMENT,XXII,XXII. Business Ethics,A. Virtue Ethics (Business),Deontology (Business Ethics),Immanuel Kant (applied to business),XXII. Business Ethics
MANAGEMENT,XXIII,XXIII. Organizational Change (Advanced),A. Kotter's 8-Step Change Model,Kotter's 8-Step Change Model,John Kotter,XXIII. Organizational Change (Advanced)
MANAGEMENT,XXIII,XXIII. Organizational Change (Advanced),A. Kotter's 8-Step Change Model,Appreciative Inquiry,"David Cooperrider, Diana Whitney",XXIII. Organizational Change (Advanced)
MANAGEMENT,XXIV,XXIV. Knowledge Management (Advanced),A. Communities of Practice,Communities of Practice Theory,Etienne Wenger,XXIV. Knowledge Management (Advanced)
MANAGEMENT,XXIV,XXIV. Knowledge Management (Advanced),A. Explicit vs. Tacit Knowledge,Explicit vs. Tacit Knowledge Theory,"Michael Polanyi, Ikujiro Nonaka",XXIV. Knowledge Management (Advanced)
MANAGEMENT,XXV,XXV. International Management,A. Cross-Cultural Management,Cross-Cultural Management Theory,"Geert Hofstede, Fons Trompenaars",XXV. International Management
MANAGEMENT,XXV,XXV. International Management,A. Cross-Cultural Management,GLOBE Project,Robert House et al.,XXV. International Management
MANAGEMENT,XXVI,XXVI. Human Resource Management (Advanced),A. Psychological Contract,Psychological Contract Breach,Denise Rousseau,XXVI. Human Resource Management (Advanced)
MANAGEMENT,XXVI,XXVI. Human Resource Management (Advanced),A. Psychological Contract,Employee Engagement Theory,"William Kahn, Gallup",XXVI. Human Resource Management (Advanced)
MANAGEMENT,XXVII,XXVII. Marketing (Digital),A. Digital Marketing Theory,Digital Marketing Theory,N/A (Broad field),XXVII. Marketing (Digital)
MANAGEMENT,XXVII,XXVII. Marketing (Digital),A. Digital Marketing Theory,Viral Marketing Theory,Jeffrey F. Rayport,XXVII. Marketing (Digital)
MANAGEMENT,XXVIII,XXVIII. Finance (Behavioral Corporate Finance),A. Behavioral Corporate Finance,Behavioral Corporate Finance,Andrei Shleifer,XXVIII. Finance (Behavioral Corporate Finance)
MANAGEMENT,XXVIII,XXVIII. Finance (Behavioral Corporate Finance),A. Behavioral Corporate Finance,Managerial Empire Building,Oliver Williamson,XXVIII. Finance (Behavioral Corporate Finance)
MANAGEMENT,XXIX,XXIX. Organizational Justice (Specifics),A. Procedural Justice,Procedural Justice Theory,"John Thibaut, Laurens Walker",XXIX. Organizational Justice (Specifics)
MANAGEMENT,XXIX,XXIX. Organizational Justice (Specifics),A. Procedural Justice,Interactional Justice,Robert Bies,XXIX. Organizational Justice (Specifics)
MANAGEMENT,XXX,XXX. Leadership (Contextual),A. Shared Leadership,Shared Leadership Theory,"Craig L. Pearce, Jay A. Conger",XXX. Leadership (Contextual)
MANAGEMENT,XXX,XXX. Leadership (Contextual),A. Shared Leadership,Servant Leadership Theory,Robert K. Greenleaf,XXX. Leadership (Contextual)
MANAGEMENT,XXXI,XXXI. Organizational Development,A. Action Research,Action Research (OD),Kurt Lewin,XXXI. Organizational Development
MANAGEMENT,XXXI,XXXI. Organizational Development,A. Action Research,Appreciative Inquiry (OD),"David Cooperrider, Diana Whitney",XXXI. Organizational Development
MANAGEMENT,XXXII,XXXII. Strategic Human Resource Management (Fit),A. Vertical Fit,Vertical Fit (SHRM),"Patrick Wright, Gary McMahan",XXXII. Strategic Human Resource Management (Fit)
MANAGEMENT,XXXII,XXXII. Strategic Human Resource Management (Fit),A. Vertical Fit,Horizontal Fit (SHRM),"Patrick Wright, Gary McMahan",XXXII. Strategic Human Resource Management (Fit)
MANAGEMENT,XXXIII,XXXIII. Marketing (Social Aspects),A. Social Marketing,Social Marketing Theory,Philip Kotler,XXXIII. Marketing (Social Aspects)
MANAGEMENT,XXXIV,XXXIV. Finance (Behavioral Investment),A. Investor Biases,Investor Biases (Behavioral Finance),"Hersh Shefrin, Meir Statman",XXXIV. Finance (Behavioral Investment)
MANAGEMENT,XXXIV,XXXIV. Finance (Behavioral Investment),A. Investor Biases,Herding Behavior (Finance),Robert Shiller,XXXIV. Finance (Behavioral Investment)
MANAGEMENT,XXXV,XXXV. Organizational Behavior (Decision Making),A. Escalation of Commitment,Escalation of Commitment Theory,Barry M. Staw,XXXV. Organizational Behavior (Decision Making)
MANAGEMENT,XXXV,XXXV. Organizational Behavior (Decision Making),A. Escalation of Commitment,Group Polarization (Management),Irving L. Janis,XXXV. Organizational Behavior (Decision Making)
MANAGEMENT,XXXVI,XXXVI. Supply Chain Management (Behavioral),A. Behavioral Supply Chain Theory,Behavioral Supply Chain Theory,"J. Michael Webb, David J. Ketchen Jr.",XXXVI. Supply Chain Management (Behavioral)
MANAGEMENT,XXXVI,XXXVI. Supply Chain Management (Behavioral),A. Behavioral Supply Chain Theory,Trust in Supply Chains,N/A (Common concept),XXXVI. Supply Chain Management (Behavioral)
MANAGEMENT,XXXVII,XXXVII. Innovation Management,A. Ambidexterity,Organizational Ambidexterity Theory,"James March, Charles O'Reilly III, Michael L. Tushman",XXXVII. Innovation Management
MANAGEMENT,XXXVII,XXXVII. Innovation Management,A. Ambidexterity,Open Innovation Theory,Henry Chesbrough,XXXVII. Innovation Management
MANAGEMENT,XXXVIII,XXXVIII. International Business (Entry Mode),A. Uppsala Model,Uppsala Model of Internationalization,"Jan Johanson, Jan-Erik Vahlne",XXXVIII. International Business (Entry Mode)
MANAGEMENT,XXXVIII,XXXVIII. International Business (Entry Mode),A. Uppsala Model,Eclectic Paradigm (OLI Framework),John Dunning,XXXVIII. International Business (Entry Mode)
MANAGEMENT,XXXIX,XXXIX. Corporate Social Responsibility (Advanced),A. Creating Shared Value (CSV),Creating Shared Value (CSV) Theory,"Michael Porter, Mark Kramer",XXXIX. Corporate Social Responsibility (Advanced)
MANAGEMENT,XXXIX,XXXIX. Corporate Social Responsibility (Advanced),A. Creating Shared Value (CSV),Social License to Operate,"N/A (Business concept, theorized)",XXXIX. Corporate Social Responsibility (Advanced)
MANAGEMENT,XL,XL. Organizational Behavior (Well-being),A. Job Demands-Resources Model,Job Demands-Resources (JD-R) Model,"Arnold Bakker, Evangelia Demerouti",XL. Organizational Behavior (Well-being)
MANAGEMENT,XL,XL. Organizational Behavior (Well-being),A. Job Demands-Resources Model,Conservation of Resources (COR) Theory,Stevan Hobfoll,XL. Organizational Behavior (Well-being)
MANAGEMENT,XLI,XLI. Strategic Management (Behavioral),A. Prospect Theory (Strategy),Prospect Theory (Strategic Management),"Daniel Kahneman, Amos Tversky (applied to strategy)",XLI. Strategic Management (Behavioral)
MANAGEMENT,XLII,XLII. Marketing (Digital),A. Customer Relationship Management (CRM),Customer Relationship Management (CRM) Theory,"N/A (Business practice, theorized)",XLII. Marketing (Digital)
MANAGEMENT,XLII,XLII. Marketing (Digital),A. Customer Relationship Management (CRM),Customer Lifetime Value (CLV),"N/A (Business metric, theorized)",XLII. Marketing (Digital)
