theorist,concept,part,major,sub,source_title
Maurice Halbwachs,Collective Memory (Historical),History,Memory & Oral History,A. Collective & Cultural Memory,CSV
Cathy Caruth,Trauma and Art Theory,ART,"Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",CSV
Cathy Caruth,Trauma Theory (Historical),History,Memory & Oral History,A. Collective & Cultural Memory,CSV
Cathy Caruth,Trauma Theory,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,CSV
Cathy Caruth,Unrepresentability (Trauma),Critics,Affect & Sensory,C. Trauma & Witnessing,CSV
Cathy Caruth,Unrepresentability (Trauma in Literature),Critics,Affect & Sensory,C. Trauma & Witnessing,CSV
Cathy Caruth,Unclaimed Experience,Critics,Affect & Sensory,C. Trauma & Witnessing,OurList
Rosalyn Deutsche,Public Art Theory,ART,Visual Culture & Media Studies,C. Public Art & Spatial Practice,CSV
Miwon Kwon,Public Art Theory,ART,Visual Culture & Media Studies,C. Public Art & Spatial Practice,CSV
Roland Barthes,Theory of Photography,ART,Visual Culture & Media Studies,B. Photography & the Image,CSV
Roland Barthes,Fashion Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Roland Barthes,Fashion System Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Roland Barthes,Death of the Author (Historical),History,Post-Structuralist & Genealogical History,A. Genealogy & Archaeology,CSV
Roland Barthes,Structuralism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Roland Barthes,Semiotics,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Roland Barthes,Death of the Author,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,CSV
Roland Barthes,Intertextuality,Critics,Intertextual & Comparative,A. Intertextuality,CSV
Roland Barthes,Fashion and Identity Theory,Culture,Identity & Difference,C. Fashion & Self-Presentation,CSV
Roland Barthes,Mythologies,Critics,Formalist & Text-Centric,Structuralism & Semiotics,OurList
Roland Barthes,S/Z,Critics,Formalist & Text-Centric,Structuralism & Semiotics,OurList
Susan Sontag,Theory of Photography,ART,Visual Culture & Media Studies,B. Photography & the Image,CSV
Susan Sontag,Disease Narratives,History,"Gender, Body & Emotions History","C. Body, Senses & Health",CSV
Susan Sontag,Camp,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Susan Sontag,History of Disease,Medicine,Critical Medical Humanities,F. Cultural History of Disease,CSV
Susan Sontag,Notes on 'Camp',Critics,Affect & Sensory,Embodied & Sensory Reading,OurList
Susan Sontag,Illness as Metaphor,Critics,Affect & Sensory,Embodied & Sensory Reading,OurList
Susan Sontag,On Photography,Critics,Affect & Sensory,Embodied & Sensory Reading,OurList
Laura Mulvey,Photographic Gaze Theory,ART,Visual Culture & Media Studies,B. Photography & the Image,CSV
Laura Mulvey,Spectatorship Theory,ART,Visual Culture & Media Studies,A. Visual Culture & Spectacle,CSV
Laura Mulvey,The Gaze,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,CSV
Laura Mulvey,Male Gaze,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Laura Mulvey,Visual Pleasure,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Laura Mulvey,To-be-looked-at-ness,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Roy Ascott,Interactive Art Theory,ART,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,CSV
Philip Galanter,Algorithmic Art Theory,ART,"Digital, New Media & AI Arts",A. Algorithmic & Generative Art,CSV
Philip Galanter,Generative Art Theory,ART,"Digital, New Media & AI Arts",A. Algorithmic & Generative Art,CSV
Joann Kealiinohomoku,Sociology of Dance,ART,Dance & Embodiment Studies,A. Embodiment & Sociology of Dance,CSV
Henri Lefebvre,Architecture as Social Space Theory,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",CSV
Henri Lefebvre,Everyday Life Theory,Culture,Foundations & Classical Approaches,C. Everyday Life & Praxis,CSV
Henri Lefebvre,Cultural Space Theory,Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,CSV
Michel Foucault,Architecture as Social Space Theory,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",CSV
Michel Foucault,Architecture and Power Theory,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",CSV
Michel Foucault,Legal Genealogy Theory,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,CSV
Michel Foucault,Governmentality,Society,Contemporary Social Theories,Power and Control,CSV
Michel Foucault,Panopticism,Society,Contemporary Social Theories,Power and Control,CSV
Michel Foucault,Biopower,Society,Contemporary Social Theories,Power and Control,CSV
Michel Foucault,Governmentality (Broader Application),Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,The Panopticon (Disciplinary Society),Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,Disciplinary Society,Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,Biopolitics (Population Management),Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,The Microphysics of Power,Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,Discourse Theory,Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,Post-Structuralism,Society,Advanced & Applied Social Theories,General Social Theories,CSV
Michel Foucault,Governmentality (Political Theory),Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,CSV
Michel Foucault,Biopolitics (Political Theory),Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,CSV
Michel Foucault,Power/Knowledge (Political Theory),Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,CSV
Michel Foucault,Archaeology of Knowledge (Historical),History,Post-Structuralist & Genealogical History,A. Genealogy & Archaeology,CSV
Michel Foucault,Discourse (Historical),History,Post-Structuralist & Genealogical History,A. Genealogy & Archaeology,CSV
Michel Foucault,Genealogy (Historical),History,Post-Structuralist & Genealogical History,A. Genealogy & Archaeology,CSV
Michel Foucault,History of Disciplines,History,Intellectual History,C. Reception & Knowledge,CSV
Michel Foucault,History of Deviance (Sexual),History,"Gender, Body & Emotions History",A. Gender & Sexuality,CSV
Michel Foucault,History of the Body,History,Annales & Microhistory,B. Microhistory & Everyday Life,CSV
Michel Foucault,History of Surveillance,History,Specialized Social Histories,"B. Crime, Violence & Policing",CSV
Michel Foucault,History of Sexuality,History,"Gender, Body & Emotions History",A. Gender & Sexuality,CSV
Michel Foucault,Episteme (Historical),History,Intellectual History,A. History of Ideas,CSV
Michel Foucault,History of Punishment,History,Specialized Social Histories,"B. Crime, Violence & Policing",CSV
Michel Foucault,Queer Theory,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Michel Foucault,Discourse Analysis,Critics,Rhetorical & Discourse,A. Rhetorical Criticism & Dramatism,CSV
Michel Foucault,Archive Theory,Critics,Interdisciplinary & Emerging,A. New Materialism & Thing Theory,CSV
Michel Foucault,Foucaultian Criticism,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,CSV
Michel Foucault,Genealogical Criticism,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,CSV
Michel Foucault,Author Function Theory,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,CSV
Michel Foucault,Discourse,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,CSV
Michel Foucault,Clinical Gaze Theory,Medicine,Medical Sociology,A. Core Theories & Medicalization,CSV
Michel Foucault,Biopolitics of Health Theory,Medicine,Critical Medical Humanities,B. Graphic & Visual Medicine,CSV
Michel Foucault,Normalization (Medical),Medicine,"Body, Embodiment & Disability",B. Embodiment & Biocitizenship,CSV
Michel Foucault,Humanitarianism and Health Theory,Medicine,Medical Anthropology & Cultural Models,C. Critical & Political Medical Anthropology,CSV
Michel Foucault,Discipline and Punish,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,OurList
Michel Foucault,The History of Sexuality,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,OurList
Christian Norberg-Schulz,Genius Loci (Spirit of Place),ART,Architecture & the Built Environment,A. Theory & Phenomenology of Space,CSV
Georg Simmel,Fashion Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Georg Simmel,History of Fashion,History,Specialized Social Histories,"C. Consumption, Food & Material",CSV
Georg Simmel,Fashion and Identity Theory,Culture,Identity & Difference,C. Fashion & Self-Presentation,CSV
Georg Simmel,The Philosophy of Money,Society,Classical Sociological Traditions,,OurList
Georg Simmel,The Sociology of Secrecy,Society,Classical Sociological Traditions,,OurList
Georg Simmel,The Metropolis and Mental Life,Society,Classical Sociological Traditions,,OurList
Fred Davis,Fashion Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Joanne Entwistle,Dress & Identity Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Joanne Entwistle,Fashion as Performance Theory,ART,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,CSV
Joanne Entwistle,Fashion and the Body Theory,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",CSV
Joanne Entwistle,The Fashioned Body,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Joanne Entwistle,Fashioning Models,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Joanne Entwistle,The Aesthetic Economy,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Paolo Freire,Critical Arts Education Theory,ART,Anthropology & Sociology of Art,B. Cultural Industries & Production,CSV
James E. Young,Art as Witness Theory,ART,"Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",CSV
Eduard Hanslick,Music and Emotion Theory,ART,Music & Sound Studies,A. Sociology & Politics of Music,CSV
Susanne Langer,Music and Emotion Theory,ART,Music & Sound Studies,A. Sociology & Politics of Music,CSV
RoseLee Goldberg,Performance Art Theory,ART,Performance Studies & Theatre,C. Everyday & Restored Behavior,CSV
Bruce Ogilvie,Sports Psychology,ART,Sport & Physical Culture,"B. Body, Health & Sport Psychology",CSV
Thomas Tutko,Sports Psychology,ART,Sport & Physical Culture,"B. Body, Health & Sport Psychology",CSV
Yuriko Saito,Everyday Aesthetics Theory,ART,Aesthetics & Philosophy of Art,B. Everyday & Environmental Aesthetics,CSV
Lucy R. Lippard,Eco-Art Theory,ART,Posthumanism & Environmental Arts,B. Eco-Art & Ecological Aesthetics,CSV
Richard Lapchick,Race and Sport Theory,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",CSV
Bill Verplank,Human-Computer Interaction (HCI) in Art Theory,ART,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,CSV
Nicolas Bourriaud,Relational Aesthetics Theory,ART,Visual Culture & Media Studies,C. Public Art & Spatial Practice,CSV
Eilean Hooper-Greenhill,Museology Theory,ART,Anthropology & Sociology of Art,C. Art Markets & Institutions,CSV
Cesare Brandi,Conservation Ethics Theory,ART,Anthropology & Sociology of Art,C. Art Markets & Institutions,CSV
André Lepecki,Dance and Politics Theory,ART,Dance & Embodiment Studies,"B. Dance, Politics & Society",CSV
Christian Metz,Spectatorship Theory,ART,Visual Culture & Media Studies,A. Visual Culture & Spectacle,CSV
Kenneth Bruscia,Music Therapy Theory,ART,Music & Sound Studies,C. Music Therapy & Healing,CSV
William J. Morgan,Sports Ethics Theory,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,CSV
Robert Sommer,Behavioral Architecture Theory,ART,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,CSV
Robert Sommer,Environmental Psychology in Architecture Theory,ART,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,CSV
Kate Fletcher,Sustainable Fashion Theory,ART,Fashion & Dress Studies,C. Sustainable & Ethical Fashion,CSV
Jill Sonke,Arts in Health Theory,ART,"Arts in Health, Therapy & Wellbeing",B. Arts in Health & Healthcare,CSV
Claire Bishop,Participatory Art Theory (Digital),ART,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,CSV
Alan Merriam,Ethnomusicology,ART,Music & Sound Studies,B. Ethnomusicology & Globalization,CSV
John Blacking,Ethnomusicology,ART,Music & Sound Studies,B. Ethnomusicology & Globalization,CSV
John W. Loy,Racial Stacking Theory (Sport),ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",CSV
Denis Dutton,Evolutionary Aesthetics,ART,Aesthetics & Philosophy of Art,C. Cognitive & Neuro Aesthetics,CSV
Denis Dutton,Evolutionary Aesthetics (Human),Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,CSV
Denis Dutton,Evolutionary Theory of Art,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,CSV
Geoffrey Miller,Evolutionary Aesthetics,ART,Aesthetics & Philosophy of Art,C. Cognitive & Neuro Aesthetics,CSV
Geoffrey Miller,Costly Signaling Theory (Culture),Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",CSV
Geoffrey Miller,Handicap Principle (Aesthetics),Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,CSV
Geoffrey Miller,Evolutionary Theory of Art,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,CSV
Gayatri Chakravorty Spivak,Postcolonial Curating Theory,ART,Art History & Historiography,C. Global & Postcolonial Art History,CSV
Gayatri Chakravorty Spivak,Subaltern Studies (Political),Politics,"Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,CSV
Gayatri Chakravorty Spivak,Postcolonial Criticism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Gayatri Chakravorty Spivak,Subaltern Studies,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Gayatri Chakravorty Spivak,Subalternity,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,CSV
Gayatri Chakravorty Spivak,Translation Studies,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,CSV
Gayatri Chakravorty Spivak,Can the Subaltern Speak?,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Gayatri Chakravorty Spivak,Strategic Essentialism,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Gayatri Chakravorty Spivak,Epistemic Violence,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Michael Thaut,Neurologic Music Therapy (NMT) Theory,ART,Music & Sound Studies,C. Music Therapy & Healing,CSV
Raymond Boyle,Media and Sport Theory,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,CSV
Richard Haynes,Media and Sport Theory,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,CSV
Ken Yeang,Sustainable Architecture Theory,ART,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,CSV
Elinor Ulman,Psychodynamic Art Therapy Theory,ART,"Arts in Health, Therapy & Wellbeing",A. Art Therapy & Psychology of Art,CSV
